filename,label,label_name,template,n_lines,n_chars
legit_0063.py,0,legitimate,legit_image_converter,53,1710
legit_0064.py,0,legitimate,legit_image_converter,52,1693
legit_0065.py,0,legitimate,legit_image_converter,58,1770
legit_0066.py,0,legitimate,legit_image_converter,52,1693
legit_0067.py,0,legitimate,legit_image_converter,53,1710
legit_0068.py,0,legitimate,legit_image_converter,52,1693
legit_0069.py,0,legitimate,legit_image_converter,52,1693
legit_0070.py,0,legitimate,legit_crypto_tracker,69,1978
legit_0071.py,0,legitimate,legit_crypto_tracker,70,1985
legit_0072.py,0,legitimate,legit_crypto_tracker,70,1993
legit_0073.py,0,legitimate,legit_crypto_tracker,69,1974
legit_0074.py,0,legitimate,legit_crypto_tracker,69,1980
legit_0075.py,0,legitimate,legit_crypto_tracker,69,1978
legit_0076.py,0,legitimate,legit_crypto_tracker,70,1986
legit_0077.py,0,legitimate,legit_crypto_tracker,70,1981
legit_0078.py,0,legitimate,legit_crypto_tracker,69,1978
legit_0079.py,0,legitimate,legit_crypto_tracker,70,1986
legit_0080.py,0,legitimate,legit_email_sender,57,1671
legit_0081.py,0,legitimate,legit_email_sender,57,1664
legit_0082.py,0,legitimate,legit_email_sender,56,1656
legit_0083.py,0,legitimate,legit_email_sender,56,1656
legit_0084.py,0,legitimate,legit_email_sender,56,1656
legit_0085.py,0,legitimate,legit_email_sender,56,1656
legit_0086.py,0,legitimate,legit_email_sender,62,1725
legit_0087.py,0,legitimate,legit_email_sender,61,1718
legit_0088.py,0,legitimate,legit_email_sender,61,1718
legit_0089.py,0,legitimate,legit_email_sender,57,1663
legit_0090.py,0,legitimate,legit_todo_api,70,1669
legit_0091.py,0,legitimate,legit_todo_api,69,1654
legit_0092.py,0,legitimate,legit_todo_api,69,1654
legit_0093.py,0,legitimate,legit_todo_api,69,1654
legit_0094.py,0,legitimate,legit_todo_api,69,1654
legit_0095.py,0,legitimate,legit_todo_api,69,1654
legit_0096.py,0,legitimate,legit_todo_api,70,1669
legit_0097.py,0,legitimate,legit_todo_api,69,1654
legit_0098.py,0,legitimate,legit_todo_api,69,1654
legit_0099.py,0,legitimate,legit_todo_api,70,1671
legit_0100.py,0,legitimate,legit_movie_bot,42,993
legit_0101.py,0,legitimate,legit_movie_bot,42,993
legit_0102.py,0,legitimate,legit_movie_bot,43,1008
legit_0103.py,0,legitimate,legit_movie_bot,48,1070
legit_0104.py,0,legitimate,legit_movie_bot,42,993
legit_0105.py,0,legitimate,legit_movie_bot,42,993
legit_0106.py,0,legitimate,legit_movie_bot,47,1055
legit_0107.py,0,legitimate,legit_movie_bot,43,1000
legit_0108.py,0,legitimate,legit_movie_bot,47,1055
legit_0109.py,0,legitimate,legit_movie_bot,42,993
legit_0110.py,0,legitimate,legit_qr_generator,43,904
legit_0111.py,0,legitimate,legit_qr_generator,47,951
legit_0112.py,0,legitimate,legit_qr_generator,42,889
legit_0113.py,0,legitimate,legit_qr_generator,43,897
legit_0114.py,0,legitimate,legit_qr_generator,42,889
legit_0115.py,0,legitimate,legit_qr_generator,43,897
legit_0116.py,0,legitimate,legit_qr_generator,47,951
legit_0117.py,0,legitimate,legit_qr_generator,42,889
legit_0118.py,0,legitimate,legit_qr_generator,42,889
legit_0119.py,0,legitimate,legit_qr_generator,43,897
legit_0120.py,0,legitimate,legit_fitness_tracker,59,1568
legit_0121.py,0,legitimate,legit_fitness_tracker,59,1568
legit_0122.py,0,legitimate,legit_fitness_tracker,60,1583
legit_0123.py,0,legitimate,legit_fitness_tracker,59,1568
legit_0124.py,0,legitimate,legit_fitness_tracker,60,1585
legit_0125.py,0,legitimate,legit_fitness_tracker,59,1568
legit_0126.py,0,legitimate,legit_fitness_tracker,60,1585
legit_0127.py,0,legitimate,legit_fitness_tracker,64,1630
legit_0128.py,0,legitimate,legit_fitness_tracker,59,1568
legit_0129.py,0,legitimate,legit_fitness_tracker,59,1568
legit_0130.py,0,legitimate,legit_cli_password_manager,86,2097
legit_0131.py,0,legitimate,legit_cli_password_manager,81,2035
legit_0132.py,0,legitimate,legit_cli_password_manager,82,2042
legit_0133.py,0,legitimate,legit_cli_password_manager,82,2050
legit_0134.py,0,legitimate,legit_cli_password_manager,81,2035
legit_0135.py,0,legitimate,legit_cli_password_manager,82,2050
legit_0136.py,0,legitimate,legit_cli_password_manager,82,2043
legit_0137.py,0,legitimate,legit_cli_password_manager,81,2035
legit_0138.py,0,legitimate,legit_cli_password_manager,81,2035
legit_0139.py,0,legitimate,legit_cli_password_manager,81,2035
legit_0140.py,0,legitimate,legit_data_pipeline,57,1774
legit_0141.py,0,legitimate,legit_data_pipeline,57,1776
legit_0142.py,0,legitimate,legit_data_pipeline,58,1791
legit_0143.py,0,legitimate,legit_data_pipeline,58,1777
legit_0144.py,0,legitimate,legit_data_pipeline,57,1776
legit_0145.py,0,legitimate,legit_data_pipeline,57,1774
legit_0146.py,0,legitimate,legit_data_pipeline,57,1776
legit_0147.py,0,legitimate,legit_data_pipeline,57,1776
legit_0148.py,0,legitimate,legit_data_pipeline,57,1776
legit_0149.py,0,legitimate,legit_data_pipeline,58,1785
legit_0150.py,0,legitimate,legit_chat_history,68,1772
legit_0151.py,0,legitimate,legit_chat_history,69,1789
legit_0152.py,0,legitimate,legit_chat_history,68,1768
legit_0153.py,0,legitimate,legit_chat_history,74,1851
legit_0154.py,0,legitimate,legit_chat_history,68,1770
legit_0155.py,0,legitimate,legit_chat_history,68,1774
legit_0156.py,0,legitimate,legit_chat_history,68,1772
legit_0157.py,0,legitimate,legit_chat_history,69,1787
legit_0158.py,0,legitimate,legit_chat_history,69,1780
legit_0159.py,0,legitimate,legit_chat_history,69,1781
legit_0160.py,0,legitimate,legit_crypto_trading_bot,91,2614
legit_0161.py,0,legitimate,legit_crypto_trading_bot,91,2614
legit_0162.py,0,legitimate,legit_crypto_trading_bot,90,2601
legit_0163.py,0,legitimate,legit_crypto_trading_bot,90,2593
legit_0164.py,0,legitimate,legit_crypto_trading_bot,91,2614
legit_0165.py,0,legitimate,legit_crypto_trading_bot,91,2614
legit_0166.py,0,legitimate,legit_crypto_trading_bot,95,2661
legit_0167.py,0,legitimate,legit_crypto_trading_bot,91,2616
legit_0168.py,0,legitimate,legit_crypto_trading_bot,90,2599
legit_0169.py,0,legitimate,legit_crypto_trading_bot,90,2599
legit_0170.py,0,legitimate,legit_wallet_manager,92,2374
legit_0171.py,0,legitimate,legit_wallet_manager,93,2389
legit_0172.py,0,legitimate,legit_wallet_manager,92,2374
legit_0173.py,0,legitimate,legit_wallet_manager,93,2389
legit_0174.py,0,legitimate,legit_wallet_manager,92,2374
legit_0175.py,0,legitimate,legit_wallet_manager,93,2389
legit_0176.py,0,legitimate,legit_wallet_manager,92,2374
legit_0177.py,0,legitimate,legit_wallet_manager,92,2374
legit_0178.py,0,legitimate,legit_wallet_manager,92,2374
legit_0179.py,0,legitimate,legit_wallet_manager,92,2374
legit_0180.py,0,legitimate,legit_educational_dice,93,2406
legit_0181.py,0,legitimate,legit_educational_dice,88,2340
legit_0182.py,0,legitimate,legit_educational_dice,88,2350
legit_0183.py,0,legitimate,legit_educational_dice,87,2337
legit_0184.py,0,legitimate,legit_educational_dice,93,2416
legit_0185.py,0,legitimate,legit_educational_dice,87,2337
legit_0186.py,0,legitimate,legit_educational_dice,93,2406
legit_0187.py,0,legitimate,legit_educational_dice,87,2337
legit_0188.py,0,legitimate,legit_educational_dice,92,2399
legit_0189.py,0,legitimate,legit_educational_dice,87,2337
legit_0190.py,0,legitimate,legit_payment_processor,97,2807
legit_0191.py,0,legitimate,legit_payment_processor,98,2824
legit_0192.py,0,legitimate,legit_payment_processor,102,2867
legit_0193.py,0,legitimate,legit_payment_processor,97,2807
legit_0194.py,0,legitimate,legit_payment_processor,97,2807
legit_0195.py,0,legitimate,legit_payment_processor,97,2805
legit_0196.py,0,legitimate,legit_payment_processor,97,2807
legit_0197.py,0,legitimate,legit_payment_processor,97,2807
legit_0198.py,0,legitimate,legit_payment_processor,102,2869
legit_0199.py,0,legitimate,legit_payment_processor,97,2805
illegit_0000.py,1,illegitimate,illegit_dice_bot,114,3354
illegit_0001.py,1,illegitimate,illegit_dice_bot,114,3355
illegit_0002.py,1,illegitimate,illegit_dice_bot,115,3362
illegit_0003.py,1,illegitimate,illegit_dice_bot,114,3359
illegit_0004.py,1,illegitimate,illegit_dice_bot,115,3379
illegit_0005.py,1,illegitimate,illegit_dice_bot,114,3355
illegit_0006.py,1,illegitimate,illegit_dice_bot,115,3366
illegit_0007.py,1,illegitimate,illegit_dice_bot,114,3355
illegit_0008.py,1,illegitimate,illegit_dice_bot,120,3416
illegit_0009.py,1,illegitimate,illegit_dice_bot,119,3416
illegit_0010.py,1,illegitimate,illegit_roulette_bot,113,3070
illegit_0011.py,1,illegitimate,illegit_roulette_bot,113,3073
illegit_0012.py,1,illegitimate,illegit_roulette_bot,112,3058
illegit_0013.py,1,illegitimate,illegit_roulette_bot,118,3123
illegit_0014.py,1,illegitimate,illegit_roulette_bot,113,3072
illegit_0015.py,1,illegitimate,illegit_roulette_bot,112,3062
illegit_0016.py,1,illegitimate,illegit_roulette_bot,113,3074
illegit_0017.py,1,illegitimate,illegit_roulette_bot,113,3078
illegit_0018.py,1,illegitimate,illegit_roulette_bot,112,3059
illegit_0019.py,1,illegitimate,illegit_roulette_bot,113,3075
illegit_0020.py,1,illegitimate,illegit_slots_bot,113,2774
illegit_0021.py,1,illegitimate,illegit_slots_bot,114,2790
illegit_0022.py,1,illegitimate,illegit_slots_bot,114,2780
illegit_0023.py,1,illegitimate,illegit_slots_bot,114,2791
illegit_0024.py,1,illegitimate,illegit_slots_bot,113,2775
illegit_0025.py,1,illegitimate,illegit_slots_bot,113,2776
illegit_0026.py,1,illegitimate,illegit_slots_bot,113,2772
illegit_0027.py,1,illegitimate,illegit_slots_bot,118,2837
illegit_0028.py,1,illegitimate,illegit_slots_bot,113,2776
illegit_0029.py,1,illegitimate,illegit_slots_bot,114,2791
illegit_0030.py,1,illegitimate,illegit_crash_game,115,3061
illegit_0031.py,1,illegitimate,illegit_crash_game,111,3019
illegit_0032.py,1,illegitimate,illegit_crash_game,110,3005
illegit_0033.py,1,illegitimate,illegit_crash_game,110,2998
illegit_0034.py,1,illegitimate,illegit_crash_game,111,3016
illegit_0035.py,1,illegitimate,illegit_crash_game,111,3006
illegit_0036.py,1,illegitimate,illegit_crash_game,110,2999
illegit_0037.py,1,illegitimate,illegit_crash_game,111,3006
illegit_0038.py,1,illegitimate,illegit_crash_game,110,2999
illegit_0039.py,1,illegitimate,illegit_crash_game,111,3013
illegit_0040.py,1,illegitimate,illegit_mines_game,126,3563
illegit_0041.py,1,illegitimate,illegit_mines_game,127,3587
illegit_0042.py,1,illegitimate,illegit_mines_game,127,3574
illegit_0043.py,1,illegitimate,illegit_mines_game,127,3576
illegit_0044.py,1,illegitimate,illegit_mines_game,126,3565
illegit_0045.py,1,illegitimate,illegit_mines_game,127,3578
illegit_0046.py,1,illegitimate,illegit_mines_game,126,3565
illegit_0047.py,1,illegitimate,illegit_mines_game,132,3631
illegit_0048.py,1,illegitimate,illegit_mines_game,127,3579
illegit_0049.py,1,illegitimate,illegit_mines_game,126,3570
illegit_0050.py,1,illegitimate,illegit_aviator,110,2762
illegit_0051.py,1,illegitimate,illegit_aviator,116,2841
illegit_0052.py,1,illegitimate,illegit_aviator,116,2843
illegit_0053.py,1,illegitimate,illegit_aviator,110,2762
illegit_0054.py,1,illegitimate,illegit_aviator,115,2826
illegit_0055.py,1,illegitimate,illegit_aviator,110,2764
illegit_0056.py,1,illegitimate,illegit_aviator,110,2768
illegit_0057.py,1,illegitimate,illegit_aviator,110,2762
illegit_0058.py,1,illegitimate,illegit_aviator,116,2843
illegit_0059.py,1,illegitimate,illegit_aviator,110,2764
illegit_0060.py,1,illegitimate,illegit_lottery_bot,114,3399
illegit_0061.py,1,illegitimate,illegit_lottery_bot,115,3414
illegit_0062.py,1,illegitimate,illegit_lottery_bot,119,3464
illegit_0063.py,1,illegitimate,illegit_lottery_bot,114,3399
illegit_0064.py,1,illegitimate,illegit_lottery_bot,114,3397
illegit_0065.py,1,illegitimate,illegit_lottery_bot,114,3399
illegit_0066.py,1,illegitimate,illegit_lottery_bot,115,3416
illegit_0067.py,1,illegitimate,illegit_lottery_bot,119,3459
illegit_0068.py,1,illegitimate,illegit_lottery_bot,115,3406
illegit_0069.py,1,illegitimate,illegit_lottery_bot,114,3397
illegit_0070.py,1,illegitimate,illegit_coinflip_bot,61,1538
illegit_0071.py,1,illegitimate,illegit_coinflip_bot,62,1546
illegit_0072.py,1,illegitimate,illegit_coinflip_bot,61,1538
illegit_0073.py,1,illegitimate,illegit_coinflip_bot,62,1553
illegit_0074.py,1,illegitimate,illegit_coinflip_bot,62,1546
illegit_0075.py,1,illegitimate,illegit_coinflip_bot,61,1538
illegit_0076.py,1,illegitimate,illegit_coinflip_bot,61,1538
illegit_0077.py,1,illegitimate,illegit_coinflip_bot,61,1538
illegit_0078.py,1,illegitimate,illegit_coinflip_bot,61,1538
illegit_0079.py,1,illegitimate,illegit_coinflip_bot,61,1538
illegit_0080.py,1,illegitimate,illegit_jackpot_bot,119,3360
illegit_0081.py,1,illegitimate,illegit_jackpot_bot,119,3366
illegit_0082.py,1,illegitimate,illegit_jackpot_bot,119,3364
illegit_0083.py,1,illegitimate,illegit_jackpot_bot,124,3429
illegit_0084.py,1,illegitimate,illegit_jackpot_bot,118,3349
illegit_0085.py,1,illegitimate,illegit_jackpot_bot,118,3347
illegit_0086.py,1,illegitimate,illegit_jackpot_bot,119,3366
illegit_0087.py,1,illegitimate,illegit_jackpot_bot,118,3349
illegit_0088.py,1,illegitimate,illegit_jackpot_bot,119,3364
illegit_0089.py,1,illegitimate,illegit_jackpot_bot,118,3349
illegit_0090.py,1,illegitimate,illegit_dice_simple,28,654
illegit_0091.py,1,illegitimate,illegit_dice_simple,29,671
illegit_0092.py,1,illegitimate,illegit_dice_simple,28,654
illegit_0093.py,1,illegitimate,illegit_dice_simple,29,661
illegit_0094.py,1,illegitimate,illegit_dice_simple,29,669
illegit_0095.py,1,illegitimate,illegit_dice_simple,28,657
illegit_0096.py,1,illegitimate,illegit_dice_simple,29,661
illegit_0097.py,1,illegitimate,illegit_dice_simple,28,654
illegit_0098.py,1,illegitimate,illegit_dice_simple,29,669
illegit_0099.py,1,illegitimate,illegit_dice_simple,28,654
illegit_0100.py,1,illegitimate,illegit_obfuscated,40,767
illegit_0101.py,1,illegitimate,illegit_obfuscated,41,774
illegit_0102.py,1,illegitimate,illegit_obfuscated,41,782
illegit_0103.py,1,illegitimate,illegit_obfuscated,40,767
illegit_0104.py,1,illegitimate,illegit_obfuscated,46,837
illegit_0105.py,1,illegitimate,illegit_obfuscated,41,782
illegit_0106.py,1,illegitimate,illegit_obfuscated,40,767
illegit_0107.py,1,illegitimate,illegit_obfuscated,41,782
illegit_0108.py,1,illegitimate,illegit_obfuscated,40,767
illegit_0109.py,1,illegitimate,illegit_obfuscated,41,782
illegit_0110.py,1,illegitimate,illegit_facade_trading,67,1705
illegit_0111.py,1,illegitimate,illegit_facade_trading,61,1628
illegit_0112.py,1,illegitimate,illegit_facade_trading,62,1636
illegit_0113.py,1,illegitimate,illegit_facade_trading,61,1628
illegit_0114.py,1,illegitimate,illegit_facade_trading,62,1645
illegit_0115.py,1,illegitimate,illegit_facade_trading,62,1635
illegit_0116.py,1,illegitimate,illegit_facade_trading,61,1628
illegit_0117.py,1,illegitimate,illegit_facade_trading,61,1622
illegit_0118.py,1,illegitimate,illegit_facade_trading,62,1645
illegit_0119.py,1,illegitimate,illegit_facade_trading,61,1628
illegit_0120.py,1,illegitimate,illegit_minimal,48,970
illegit_0121.py,1,illegitimate,illegit_minimal,47,953
illegit_0122.py,1,illegitimate,illegit_minimal,48,960
illegit_0123.py,1,illegitimate,illegit_minimal,47,953
illegit_0124.py,1,illegitimate,illegit_minimal,48,970
illegit_0125.py,1,illegitimate,illegit_minimal,48,960
illegit_0126.py,1,illegitimate,illegit_minimal,48,961
illegit_0127.py,1,illegitimate,illegit_minimal,48,968
illegit_0128.py,1,illegitimate,illegit_minimal,47,953
illegit_0129.py,1,illegitimate,illegit_minimal,47,953
